id,name,url,image_url,image_name,genre,starring,num_episodes,release_year,plot,rating
257,Drama City: What Should I Do?,https://en.wikipedia.org/wiki/Drama_City:_What_Should_I_Do?,https://upload.wikimedia.org/wikipedia/en/5/58/DramaCityWSID_Poster.jpg,257.jpg,Drama,"Lee Joon-gi, Lee Yeong Jung, Lee Eun Hye, Seo Nam Yeong",234,2004,"A rampant boy, whose mother is very ill, has problems coping with his ill mom and doesn't get along with his dad. After one of his arguments with his dad, he runs out of the house to let off steam by playing with his roller blades. Somehow he traveled through time he meets his parents prior to their dating.",9.0
258,Drama Special Series,https://en.wikipedia.org/wiki/Drama_Special_Series,,,Drama,,70,2010,A human member of a defense force is given the life and ability to change into a giant super-hero to battle the monsters that wreaks havoc on Earth.::Kenneth Chisholm,7.9
259,Drama Stage,https://en.wikipedia.org/wiki/Drama_Stage,https://upload.wikimedia.org/wikipedia/en/6/6d/Drama_Stage-poster.jpg,259.jpg,Drama,,40,2017,A South Korean weekly television program that features ten one-act dramas airing on tvN.,7.4
260,Dream (TV series),https://en.wikipedia.org/wiki/Dream_(TV_series),https://upload.wikimedia.org/wikipedia/en/e/ef/Dream_2009_TV_series.jpg,260.jpg,"Romance, Sports","Joo Jin-mo, Kim Bum",20,2009,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.::Kenneth Chisholm,7.8
261,Dream High,https://en.wikipedia.org/wiki/Dream_High,https://upload.wikimedia.org/wikipedia/en/d/d2/DreamHigh_PromotionalPoster.png,261.png,"Musical, Teen Romantic, Comedy","Bae Suzy, Kim Soo-hyun, Ok Taec-yeon, Ham Eun-jung, Jang Woo-young, IU",17,2011,"Dream High tells the story of six students at Kirin Art High School who work to achieve their dreams of becoming music stars in the Korean music industry. Go Hye Mi is a student who sings classical music but has to give up her dream by entering Kirin Art High School to pay off her father's debt. However, she needs to get two other students to also come to the school in order for her to enroll in the school conditionally.::Leksa",7.6
262,Dream High 2,https://en.wikipedia.org/wiki/Dream_High_2,https://upload.wikimedia.org/wikipedia/en/b/be/Dreamhigh2_poster.jpg,262.jpg,"Musical, Teen, Comedy, Drama, Romance","Ailee, Kang So-ra, Jinwoon, Jiyeon, JB, Hyolyn, Park Seo-joon",16,2012,,N/A
263,Dream of the Emperor,https://en.wikipedia.org/wiki/Dream_of_the_Emperor,https://upload.wikimedia.org/wikipedia/en/8/81/The_King%27s_Dream_%28%EB%8C%80%EC%99%95%EC%9D%98_%EA%BF%88%29_-_poster.jpg,263.jpg,,"Choi Soo-jong, Kim Yu-seok, Park Joo-mi, Hong Eun-hee, Lee Young-ah, Jang dongjik",75,2012,The Emperor of Mars calls for a cease fire. Inaho and friends take the moment to rest aboard an Earth Navy Ship. Slaine tries to find a way to reveal the conspiracy of the Martian Forces true intentions.::Anonymous,7.5
264,Drinking Solo,https://en.wikipedia.org/wiki/Drinking_Solo,https://upload.wikimedia.org/wikipedia/en/d/d9/Drinking_Solo_Poster.jpg,264.jpg,"Romance, Comedy, Drama, Food","Ha Seok-jin, Park Ha-sun",16,2016,"The story depicts people drinking alcohol alone for different reasons and the romance between Jin Jeong Seok and Park Ha Na. They both work at a private institute for people preparing for their civil service examinations in Noryangjin, Seoul. He is an arrogant, but popular instructor and she is a rookie instructor who struggles to survive in the private institute world.",6.2
265,Duel (South Korean TV series),https://en.wikipedia.org/wiki/Duel_(South_Korean_TV_series),https://upload.wikimedia.org/wikipedia/en/2/24/Duel_%282017_TV_series%29_poster.jpg,265.jpg,"Science fiction, Thriller, Suspense, Crime","Jung Jae-young, Yang Se-jong, Kim Jung-eun, Seo Eun-soo",16,2017,A business commuter is pursued and terrorized by the malevolent driver of a massive tractor-trailer.::Kenneth Chisholm,7.6
266,Dummy Mommy,https://en.wikipedia.org/wiki/Dummy_Mommy,https://upload.wikimedia.org/wikipedia/en/6/6f/Dummy_Mommy_%28TV_series%29.jpg,266.jpg,"Comedy, Drama, Family","Kim Hyun-joo, Ha Hee-ra",20,2012,,N/A
267,East of Eden (TV series),https://en.wikipedia.org/wiki/East_of_Eden_(TV_series),https://upload.wikimedia.org/wikipedia/en/d/d4/East_of_Eden-poster.jpg,267.jpg,"Action, Romance, Drama","Song Seung-heon, Yeon Jung-hoon, Lee Da-hae, Han Ji-hye, Lee Yeon-hee, Park Hae-jin",56,2008,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",7.9
268,Eccentric! Chef Moon,https://en.wikipedia.org/wiki/Eccentric!_Chef_Moon,https://upload.wikimedia.org/wikipedia/en/3/38/Eccentric%21_Chef_Moon.jpg,268.jpg,"Drama, Romance, Comedy, Romantic comedy","Eric Mun, Go Won-hee",16,2020,The drama is a healing romantic comedy that follows the live and love of a star chef Moon Seung-mo and a reckless famous fashion designer Yoo Yoo-jin after they meet each other at Seoha Village.::jojo,7.2
269,"Eight Days, Assassination Attempts against King Jeongjo","https://en.wikipedia.org/wiki/Eight_Days,_Assassination_Attempts_against_King_Jeongjo",https://upload.wikimedia.org/wikipedia/en/2/2b/Eight-Days_%28TV_series%29_poster.jpg,269.jpg,"Drama, Historical","Kim Sang-joong, Park Jung-chul, Jung Ae-ri, Lee Seon-ho, Hee Won",10,2007,,7.7
270,"Eighteen, Twenty-Nine","https://en.wikipedia.org/wiki/Eighteen,_Twenty-Nine",https://upload.wikimedia.org/wikipedia/en/f/f2/Yeolyeodol_Seumulmahop_%28logo%29.png,270.png,,"Park Sun-young, Park Sun-young, Ryu Soo-young",16,2005,,N/A
271,Emergency Couple,https://en.wikipedia.org/wiki/Emergency_Couple,https://upload.wikimedia.org/wikipedia/en/b/bf/Official_Poster_-_Emergency_Man_and_Woman.jpg,271.jpg,"Medical, Romance","Song Ji-hyo, Choi Jin-hyuk, Lee Pil-mo, Choi Yeo-jin, Clara Lee, Clara",21,2014,"Jin-Hee and Chang-Min marry young but get a divorce soon after when things between them turn bitter. Years later they meet again as interns in an ER, where they must deal with a demanding job and the antipathy still fresh between them.",7.4
272,Emperor of the Sea,https://en.wikipedia.org/wiki/Emperor_of_the_Sea,https://upload.wikimedia.org/wikipedia/en/4/46/Haeshin.png,272.png,Historical,"Choi Soo-jong, Chae Shi-ra, Song Il-gook, Soo Ae, Chae Jung-an",51,2004,"Jang Bo Go (Choi Soo Jong) was a slave from Shilla (a Korean dynasty that lasted from 57 B.C. until 935 A.D.) He was sold in China during the Tang Dynasty, where he was trained as a gladiator-slave. Through hard work and perseverance, he made it back to Shilla and became a successful sea merchant. The sea passage at the time was plagued by pirates and Jang Bo Go went head to head with them in battles and managed to keep the pirates at bay.::Touya",8.0
273,Empire of Gold,https://en.wikipedia.org/wiki/Empire_of_Gold,https://upload.wikimedia.org/wikipedia/en/8/8b/GoldenEmpireposter.jpg,273.jpg,"Historical, Politics, Romance","Go Soo, Lee Yo-won, Son Hyun-joo",24,2013,Internal strife ensues for two decades as three family members vie for control over a large South Korean conglomerate.::Darwin,8.1
274,Empress Cheonchu,https://en.wikipedia.org/wiki/Empress_Cheonchu,https://upload.wikimedia.org/wikipedia/en/4/42/Iron_Empress.jpg,274.jpg,,"Chae Shi-ra, Kim Suk-hoon, Choi Jae-sung, Lee Deok-hwa, Kim Ho-jin, Shin Ae",78,2009,Empress Chun Chu makes great personal sacrifices as she uses her inherited wisdom to fight against enemies of the Goryeo dynasty.,6.7
275,Empress Ki (TV series),https://en.wikipedia.org/wiki/Empress_Ki_(TV_series),https://upload.wikimedia.org/wikipedia/en/b/b4/Empress_Ki-poster.jpg,275.jpg,"Historical, Romance","Ha Ji-won, Joo Jin-mo, Ji Chang-wook, Baek Jin-hee",51,2013,A Korea-born warrior girl had to be a servant at the Mongol Yuan court but somehow overcame her low status to become an empress in another land.,8.5
276,Empress Myeongseong (TV series),https://en.wikipedia.org/wiki/Empress_Myeongseong_(TV_series),https://upload.wikimedia.org/wikipedia/en/a/a4/Myeongseong.jpg,276.jpg,Historical,"Lee Mi-yeon, Choi Myung-gil, Lee Jin-woo, Yoo Dong-geun",124,2001,"The life of Empress Myeongseong, the first official wife of King Gojong, the 26th king of the Joseon dynasty, who opposed the Japanese expansion overseas.::FilmPuff",8.4
277,Enchanting Neighbor,https://en.wikipedia.org/wiki/Enchanting_Neighbor,https://upload.wikimedia.org/wikipedia/en/1/12/WonderfulNeighborsposter.jpg,277.jpg,"Romance, Melodrama, Family","Yoon Son-ha, Seo Do-young, Park Tam-hee, Yoon Hee-seok",119,2015,Gong Soo Rae loved only her husband since she met him as a teenager. She then learns that her husband is having an affair with Choi Yi Kyung. One day Soo Rae meets a nice man next door.::http://wiki.d-addicts.com/Enchanting_Neighbor,N/A
278,Encounter (South Korean TV series),https://en.wikipedia.org/wiki/Encounter_(South_Korean_TV_series),https://upload.wikimedia.org/wikipedia/en/1/1f/Encounter_Main_Poster.jpg,278.jpg,Melodrama,"Song Hye-kyo, Park Bo-gum",16,2018,"A group of friends uncover an otherworldly object in a rural field, which they soon discover holds greater secrets than they could imagine.::Paul J Salamoff",3.9
279,Endless Love (2000 TV series),https://en.wikipedia.org/wiki/Endless_Love_(2000_TV_series),,,,,76,2000,"A high-school student's love for a 15-year-old girl is thwarted by parental disapproval, circumstance, and accident; he burns down her family's house and is committed to a psychiatric hospital.::Anonymous",5.0
280,Endless Love (2014 TV series),https://en.wikipedia.org/wiki/Endless_Love_(2014_TV_series),https://upload.wikimedia.org/wikipedia/en/0/0f/Endless_Love_%28%EB%81%9D%EC%97%86%EB%8A%94_%EC%82%AC%EB%9E%91%29_-_2014_SBS.jpg,280.jpg,"Historical, Romance, Melodrama, Crime, Action","Hwang Jung-eum, Ryu Soo-young, Jung Kyung-ho",37,2014,The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.::Universal Pictures,6.3
281,Enemies from the Past,https://en.wikipedia.org/wiki/Enemies_from_the_Past,https://upload.wikimedia.org/wikipedia/en/7/7d/Enemies_from_the_Past_poster.jpg,281.jpg,"Family, Melodrama","Choi Yoon-young, Gu Won, Goo Won, Ahn Jae-mo, Go Na-yeon",123,2017,,6.0
282,Entertainer (2016 TV series),https://en.wikipedia.org/wiki/Entertainer_(TV_series),https://upload.wikimedia.org/wikipedia/en/1/13/Entertainer_%282016_TV_series%29_poster.jpeg,282.jpeg,"Romantic comedy, Musical","Ji Sung, Lee Hye-ri, Kang Min-hyuk, Chae Jung-an",18,2016,"Shin Suk Ho (Ji Sung) was once a hotshot director at South Korea's biggest entertainment company, but as the CEO of a small agency, he discovers there's more to the business than glamour. Forced to wear different hats, Suk Ho juggles everything from talent recruitment to managing fledgling trainees-eventually discovering his true calling as a band manager.",6.7
283,Entourage (South Korean TV series),https://en.wikipedia.org/wiki/Entourage_(South_Korean_TV_series),https://upload.wikimedia.org/wikipedia/en/8/8c/Entourage_korea_poster.jpg,283.jpg,"Dark comedy, Comedy, Drama","Cho Jin-woong, Seo Kang-joon, Lee Kwang-soo, Park Jung-min, Lee Dong-hwi",16,2016,Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.::Anonymous,8.4
284,Eunhui,https://en.wikipedia.org/wiki/Eunhui,https://upload.wikimedia.org/wikipedia/en/4/46/TV_Novel_Eunhui.jpg,284.jpg,"Family drama, Romance, Melodrama, Historical","Kyung Soo-jin, Lee In, Choi Yoon-so, Jung Mi-jin",140,2013,A murder in 1950 creates long-lasting repercussions for the members of three families.,N/A
285,Evergreen (TV series),https://en.wikipedia.org/wiki/Evergreen_(TV_series),https://upload.wikimedia.org/wikipedia/en/7/73/Evergreen_OCN.png,285.png,"Fantasy, Romantic comedy","Lee Jong-hyun, Kim So-eun",16,2018,"On his way up north to visit friends, BEN picks up a mutual acquaintance, SAM, from her apartment in the city. Instead of taking the Interstate, they both agree for the longer but more scenic coastal highway, exploring and developing a companionship. Upon reaching San Francisco later that evening, the two decide to divorce destination from conclusion and get back in their car to find out just how far the Pacific Coast Highway will take them. Along the route they wind through weathered towns, giant forests, state lines and the realization that the farther they go, the closer they become and those forces that kept them looking back are being left far behind.::Paul Goodman",5.9
286,Everybody Say Kimchi,https://en.wikipedia.org/wiki/Everybody_Say_Kimchi,https://upload.wikimedia.org/wikipedia/en/a/ac/Everybody_Kimchi.jpg,286.jpg,"Family, Romance, Comedy, Drama",Kim Ji-young,120,2014,A woman devotes her live to her Kimchi business after being betrayed by her husband.,N/A
287,Ex-Girlfriends' Club,https://en.wikipedia.org/wiki/Ex-Girlfriends'_Club,https://upload.wikimedia.org/wikipedia/en/a/aa/Ex-Girlfriend_Club_Poster.jpg,287.jpg,"Romance, Comedy","Byun Yo-han, Song Ji-hyo, Lee Yoon-ji, Jang Ji-eun, Ryu Hwayoung",12,2015,,N/A
288,Exit (2018 TV series),https://en.wikipedia.org/wiki/Exit_(2018_TV_series),,,"Science fiction, Melodrama","Choi Tae-joon, Woo Hyun, Bae Hae-sun",4,2018,"After a lovely visit from her daughter, a woman confronts the consequences of an irreversible decision, leading to an emotional exploration of rage, fear and acceptance.",N/A
289,Exo Next Door,https://en.wikipedia.org/wiki/Exo_Next_Door,https://upload.wikimedia.org/wikipedia/en/e/e8/EXO_Next_Door.jpg,289.jpg,Web series,"Exo, Moon Ga-young",16,2015,"Ji Yeon-hee (Moon Ga-young) is an extremely shy, introverted 23-year-old girl with zero dating experience and a tendency to blush when talking to someone she likes. One day, four young men move into the house right next door to Yeon-hee's home, and to her surprise, they turn out to be Chanyeol (Park Chanyeol), D.O. (Do Kyungsoo), Baekhyun (Byun Baekhyun) and Sehun (Oh Sehun) from her favorite boy band EXO, who are looking to lay low for a while. They hire her to clean their house part-time during the winter vacation and that's when Yeon-hee found out that Chanyeol was her long lost childhood friend and crush ""Chan"" and is the grandson of the house owner. As the story goes on, Yeon-hee soon becomes involved in a love triangle with Chanyeol and D.O.::liliahtorres2010",7.1
290,Extracurricular (TV series),https://en.wikipedia.org/wiki/Extracurricular_(TV_series),https://upload.wikimedia.org/wikipedia/en/9/9a/Extracurricular_2020.jpg,290.jpg,"Teen, Crime","Kim Dong-hee, Jung Da-bin, Park Ju-hyun, Nam Yoon-soo, Choi Min-soo, Park Hyuk-kwon, Kim Yeo-jin",10,2020,A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret.::Netflix,7.7
291,Extraordinary You,https://en.wikipedia.org/wiki/Extraordinary_You,https://upload.wikimedia.org/wikipedia/en/4/43/Extraordinary_You.jpg,291.jpg,"Romance, Fantasy","Kim Hye-yoon, Rowoon, Lee Jae-wook, Lee Na-eun, Jung Gun-joo, Kim Young-dae, Lee Tae-ri",32,2019,"What would you do if you found out that you were, in fact, a character in a comic? And an extra character on top of that? Change the course of the story, obviously.",7.9
292,Eyes of Dawn,https://en.wikipedia.org/wiki/Eyes_of_Dawn,https://upload.wikimedia.org/wikipedia/en/4/4e/Eyes_of_Dawn_Korean_drama_poster_image.jpeg,292.jpeg,"Epic, Historical, Drama, Romance","Choi Jae-sung, Chae Shi-ra, Park Sang-won",37,1991,"During the Japanese control of Korea during WWII and before, they used Korea women as prostitutes for their Military Officers and Korean men as grunt soldiers to fight in the trenches during the war with the USA.::Bruce Campbell",8.7
293,Faith (South Korean TV series),https://en.wikipedia.org/wiki/Faith_(South_Korean_TV_series),https://upload.wikimedia.org/wikipedia/en/9/99/Faith2012-poster.jpg,293.jpg,"Fantasy, Historical, Romance, Medical","Lee Min-ho, Kim Hee-sun",24,2012,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off the wedding and follows Damon to Italy.::smoothhoney1265",6.5
